Country,Country Group,Region,Population,Note,Year,Romanization,Index,Name Group,Gender,Localized Name,Romanized Name
GB,2,Wales,,,2021,N,3,N-GB-2-M-3,M,Arthur,Arthur
GB,2,Wales,,,2021,N,4,N-GB-2-M-4,M,Theo,Theo
GB,2,Wales,,,2021,N,5,N-GB-2-M-5,M,Leo,Leo
GB,2,Wales,,,2021,N,6,N-GB-2-M-6,M,Charlie,Charlie
GB,2,Wales,,,2021,N,7,N-GB-2-M-7,M,Archie,Archie
GB,2,Wales,,,2021,N,8,N-GB-2-M-8,M,George,George
GB,2,Wales,,,2021,N,9,N-GB-2-M-9,M,Jack,Jack
GB,2,Wales,,,2021,N,10,N-GB-2-M-10,M,Oscar,Oscar
GB,3,Northern Ireland,,,2022,N,1,N-GB-3-F-1,F,Grace,Grace
GB,3,Northern Ireland,,,2022,N,2,N-GB-3-F-2,F,Emily,Emily
GB,3,Northern Ireland,,,2022,N,3,N-GB-3-F-3,F,Fiadh,Fiadh
GB,3,Northern Ireland,,,2022,N,4,N-GB-3-F-4,F,Olivia,Olivia
GB,3,Northern Ireland,,,2022,N,5,N-GB-3-F-5,F,Isla,Isla
GB,3,Northern Ireland,,,2022,N,6,N-GB-3-F-6,F,Aoife,Aoife
GB,3,Northern Ireland,,,2022,N,7,N-GB-3-F-7,F,Lily,Lily
GB,3,Northern Ireland,,,2022,N,8,N-GB-3-F-8,F,Annie,Annie
GB,3,Northern Ireland,,,2022,N,9,N-GB-3-F-9,F,Evie,Evie
GB,3,Northern Ireland,,,2022,N,10,N-GB-3-F-10,F,Freya,Freya
GB,3,Northern Ireland,,,2022,N,11,N-GB-3-F-11,F,Amelia,Amelia
GB,3,Northern Ireland,,,2022,N,1,N-GB-3-M-1,M,James,James
GB,3,Northern Ireland,,,2022,N,2,N-GB-3-M-2,M,Jack,Jack
GB,3,Northern Ireland,,,2022,N,3,N-GB-3-M-3,M,Noah,Noah
GB,3,Northern Ireland,,,2022,N,4,N-GB-3-M-4,M,Theo,Theo
GB,3,Northern Ireland,,,2022,N,5,N-GB-3-M-5,M,Charlie,Charlie
GB,3,Northern Ireland,,,2022,N,6,N-GB-3-M-6,M,Oliver,Oliver
GB,3,Northern Ireland,,,2022,N,7,N-GB-3-M-7,M,Oisin,Oisin
GB,3,Northern Ireland,,,2022,N,8,N-GB-3-M-8,M,Harry,Harry
GB,3,Northern Ireland,,,2022,N,9,N-GB-3-M-9,M,Cillian,Cillian
GB,3,Northern Ireland,,,2022,N,10,N-GB-3-M-10,M,Thomas,Thomas
GB,4,Scotland,,,2022,N,1,N-GB-4-F-1,F,Olivia,Olivia
GB,4,Scotland,,,2022,N,2,N-GB-4-F-2,F,Isla,Isla
GB,4,Scotland,,,2022,N,3,N-GB-4-F-3,F,Freya,Freya
GB,4,Scotland,,,2022,N,4,N-GB-4-F-4,F,Millie,Millie
GB,4,Scotland,,,2022,N,5,N-GB-4-F-5,F,Emily,Emily
GB,4,Scotland,,,2022,N,6,N-GB-4-F-6,F,Amelia,Amelia
GB,4,Scotland,,,2022,N,7,N-GB-4-F-7,F,Grace,Grace
GB,4,Scotland,,,2022,N,8,N-GB-4-F-8,F,Sophie,Sophie
GB,4,Scotland,,,2022,N,9,N-GB-4-F-9,F,Ava,Ava
GB,4,Scotland,,,2022,N,10,N-GB-4-F-10,F,Ella,Ella
GB,4,Scotland,,,2022,N,11,N-GB-4-F-11,F,Lily,Lily
GB,4,Scotland,,,2022,N,12,N-GB-4-F-12,F,Charlotte,Charlotte
GB,4,Scotland,,,2022,N,1,N-GB-4-M-1,M,Noah,Noah
GB,4,Scotland,,,2022,N,2,N-GB-4-M-2,M,Jack,Jack
GB,4,Scotland,,,2022,N,3,N-GB-4-M-3,M,Leo,Leo
GB,4,Scotland,,,2022,N,4,N-GB-4-M-4,M,Harris,Harris
GB,4,Scotland,,,2022,N,5,N-GB-4-M-5,M,Luca,Luca
GB,4,Scotland,,,2022,N,6,N-GB-4-M-6,M,Oliver,Oliver
GB,4,Scotland,,,2022,N,7,N-GB-4-M-7,M,Rory,Rory
GB,4,Scotland,,,2022,N,8,N-GB-4-M-8,M,Archie,Archie
GB,4,Scotland,,,2022,N,9,N-GB-4-M-9,M,Alfie,Alfie
GB,4,Scotland,,,2022,N,10,N-GB-4-M-10,M,James,James
GB,4,Scotland,,,2022,N,11,N-GB-4-M-11,M,Theo,Theo
GB,4,Scotland,,,2022,N,12,N-GB-4-M-12,M,Finlay,Finlay
GB,4,Scotland,,,2022,N,13,N-GB-4-M-13,M,Lewis,Lewis
HR,1,,,,2021,N,1,N-HR-1-F-1,F,Mia,Mia
HR,1,,,,2021,N,2,N-HR-1-F-2,F,Lucija,Lucija
HR,1,,,,2021,N,3,N-HR-1-F-3,F,Nika,Nika
HR,1,,,,2021,N,4,N-HR-1-F-4,F,Rita,Rita
HR,1,,,,2021,N,5,N-HR-1-F-5,F,Ema,Ema
HR,1,,,,2021,N,6,N-HR-1-F-6,F,Mila,Mila
HR,1,,,,2021,N,7,N-HR-1-F-7,F,Marta,Marta
HR,1,,,,2021,N,8,N-HR-1-F-8,F,Sara,Sara
HR,1,,,,2021,N,9,N-HR-1-F-9,F,Ana,Ana
HR,1,,,,2021,N,10,N-HR-1-F-10,F,Dora,Dora
HR,1,,,,2021,N,1,N-HR-1-M-1,M,Luka,Luka
HR,1,,,,2021,N,2,N-HR-1-M-2,M,David,David
HR,1,,,,2021,N,3,N-HR-1-M-3,M,Jakov,Jakov
HR,1,,,,2021,N,4,N-HR-1-M-4,M,Ivan,Ivan
HR,1,,,,2021,N,5,N-HR-1-M-5,M,Roko,Roko
HR,1,,,,2021,N,6,N-HR-1-M-6,M,Petar,Petar
HR,1,,,,2021,N,7,N-HR-1-M-7,M,Mateo,Mateo
HR,1,,,,2021,N,8,N-HR-1-M-8,M,Niko,Niko
HR,1,,,,2021,N,9,N-HR-1-M-9,M,Matej,Matej
HR,1,,,,2021,N,10,N-HR-1-M-10,M,Fran,Fran
HR,1,,,,2021,N,11,N-HR-1-M-11,M,Josip,Josip
HU,1,,,,2021,N,1,N-HU-1-F-1,F,Hanna,Hanna
HU,1,,,,2021,N,2,N-HU-1-F-2,F,Zoé,Zoé
HU,1,,,,2021,N,3,N-HU-1-F-3,F,Anna,Anna
HU,1,,,,2021,N,4,N-HU-1-F-4,F,Léna,Léna
HU,1,,,,2021,N,5,N-HU-1-F-5,F,Luca,Luca
HU,1,,,,2021,N,6,N-HU-1-F-6,F,Emma,Emma
HU,1,,,,2021,N,7,N-HU-1-F-7,F,Boglárka,Boglárka
HU,1,,,,2021,N,8,N-HU-1-F-8,F,Lili,Lili
HU,1,,,,2021,N,9,N-HU-1-F-9,F,Lilien,Lilien
HU,1,,,,2021,N,10,N-HU-1-F-10,F,Lara,Lara
HU,1,,,,2021,N,1,N-HU-1-M-1,M,Levente,Levente
HU,1,,,,2021,N,2,N-HU-1-M-2,M,Máté,Máté
HU,1,,,,2021,N,3,N-HU-1-M-3,M,Dominik,Dominik
HU,1,,,,2021,N,4,N-HU-1-M-4,M,Bence,Bence
HU,1,,,,2021,N,5,N-HU-1-M-5,M,Olivér,Olivér
HU,1,,,,2021,N,6,N-HU-1-M-6,M,Noel,Noel
HU,1,,,,2021,N,7,N-HU-1-M-7,M,Marcell,Marcell
HU,1,,,,2021,N,8,N-HU-1-M-8,M,Dániel,Dániel
HU,1,,,,2021,N,9,N-HU-1-M-9,M,Zalán,Zalán
HU,1,,,,2021,N,10,N-HU-1-M-10,M,Ádám,Ádám
IE,1,,,,2022,N,1,N-IE-1-F-1,F,Emily,Emily
IE,1,,,,2022,N,2,N-IE-1-F-2,F,Grace,Grace
IE,1,,,,2022,N,3,N-IE-1-F-3,F,Fiadh,Fiadh
IE,1,,,,2022,N,4,N-IE-1-F-4,F,Sophie,Sophie
IE,1,,,,2022,N,5,N-IE-1-F-5,F,Lily,Lily
IE,1,,,,2022,N,6,N-IE-1-F-6,F,Éabha,Éabha
IE,1,,,,2022,N,7,N-IE-1-F-7,F,Ava,Ava
IE,1,,,,2022,N,8,N-IE-1-F-8,F,Mia,Mia
IE,1,,,,2022,N,9,N-IE-1-F-9,F,Ellie,Ellie
IE,1,,,,2022,N,10,N-IE-1-F-10,F,Olivia,Olivia
IE,1,,,,2022,N,1,N-IE-1-M-1,M,Jack,Jack
IE,1,,,,2022,N,2,N-IE-1-M-2,M,Noah,Noah
IE,1,,,,2022,N,3,N-IE-1-M-3,M,James,James
IE,1,,,,2022,N,4,N-IE-1-M-4,M,Rían,Rían
IE,1,,,,2022,N,5,N-IE-1-M-5,M,Charlie,Charlie
IE,1,,,,2022,N,6,N-IE-1-M-6,M,Oisín,Oisín
IE,1,,,,2022,N,7,N-IE-1-M-7,M,Tadhg,Tadhg
IE,1,,,,2022,N,8,N-IE-1-M-8,M,Liam,Liam
IE,1,,,,2022,N,9,N-IE-1-M-9,M,Cillian,Cillian
IE,1,,,,2022,N,10,N-IE-1-M-10,M,Daniel,Daniel
IL,1,,Christian Arab boys,,2020,N,1,N-IL-1-M-1,M,Charbel,Charbel
IL,1,,Christian Arab boys,,2020,N,2,N-IL-1-M-2,M,Jude,Jude
IL,1,,Christian Arab boys,,2020,N,3,N-IL-1-M-3,M,Niel,Niel
IL,1,,Christian Arab boys,,2020,N,4,N-IL-1-M-4,M,Elias,Elias
IL,1,,Christian Arab boys,,2020,N,5,N-IL-1-M-5,M,Liam,Liam
IL,1,,Christian Arab boys,,2020,N,6,N-IL-1-M-6,M,George,George
IL,1,,Christian Arab girls,,2020,N,1,N-IL-1-F-1,F,Lin,Lin
IL,1,,Christian Arab girls,,2020,N,2,N-IL-1-F-2,F,Maria,Maria
IL,1,,Christian Arab girls,,2020,N,3,N-IL-1-F-3,F,Sama,Sama
IL,1,,Christian Arab girls,,2020,N,4,N-IL-1-F-4,F,Celine,Celine
IL,1,,Christian Arab girls,,2020,N,5,N-IL-1-F-5,F,Leah,Leah
IL,2,,Druze boys,,2020,N,1,N-IL-2-M-1,M,Adam,Adam
IL,2,,Druze boys,,2020,N,2,N-IL-2-M-2,M,Taim,Taim
IL,2,,Druze boys,,2020,N,3,N-IL-2-M-3,M,Niel,Niel
IL,2,,Druze boys,,2020,N,4,N-IL-2-M-4,M,Amir,Amir
IL,2,,Druze boys,,2020,N,5,N-IL-2-M-5,M,Jude,Jude
IL,2,,Druze girls,,2020,N,1,N-IL-2-F-1,F,Mila,Mila
IL,2,,Druze girls,,2020,N,2,N-IL-2-F-2,F,Ayalah,Ayalah
IL,2,,Druze girls,,2020,N,3,N-IL-2-F-3,F,Lur,Lur
IL,2,,Druze girls,,2020,N,4,N-IL-2-F-4,F,Lin,Lin
IL,2,,Druze girls,,2020,N,5,N-IL-2-F-5,F,Yasmin,Yasmin
IL,3,,Muslim boys,,2020,N,1,N-IL-3-M-1,M,Muhammad,Muhammad
IL,3,,Muslim boys,,2020,N,2,N-IL-3-M-2,M,Ahmad,Ahmad
IL,3,,Muslim boys,,2020,N,3,N-IL-3-M-3,M,Adam,Adam
IL,3,,Muslim boys,,2020,N,4,N-IL-3-M-4,M,Yusef,Yusef
IL,3,,Muslim boys,,2020,N,5,N-IL-3-M-5,M,Omer,Omer
IL,3,,Muslim boys,,2020,N,6,N-IL-3-M-6,M,Ali,Ali
IL,3,,Muslim boys,,2020,N,7,N-IL-3-M-7,M,Abd,Abd
IL,3,,Muslim boys,,2020,N,8,N-IL-3-M-8,M,Amir,Amir
IL,3,,Muslim boys,,2020,N,9,N-IL-3-M-9,M,Ibrahim,Ibrahim
IL,3,,Muslim boys,,2020,N,10,N-IL-3-M-10,M,Mahmoud,Mahmoud
IL,3,,Muslim girls,,2020,N,1,N-IL-3-F-1,F,Maryam,Maryam
IL,3,,Muslim girls,,2020,N,2,N-IL-3-F-2,F,Shams,Shams
IL,3,,Muslim girls,,2020,N,3,N-IL-3-F-3,F,Lyn,Lyn
IL,3,,Muslim girls,,2020,N,4,N-IL-3-F-4,F,Malek,Malek
IL,3,,Muslim girls,,2020,N,5,N-IL-3-F-5,F,Jori,Jori
IL,3,,Muslim girls,,2020,N,6,N-IL-3-F-6,F,Lian,Lian
IL,3,,Muslim girls,,2020,N,7,N-IL-3-F-7,F,Mila,Mila
IL,3,,Muslim girls,,2020,N,8,N-IL-3-F-8,F,Aline,Aline
IL,3,,Muslim girls,,2020,N,9,N-IL-3-F-9,F,Nur,Nur
IL,3,,Muslim girls,,2020,N,10,N-IL-3-F-10,F,Marya,Marya
IL,4,,Jewish boys,,2021,N,1,N-IL-4-M-1,M,David,David
IL,4,,Jewish boys,,2021,N,2,N-IL-4-M-2,M,Ariel,Ariel
IL,4,,Jewish boys,,2021,N,3,N-IL-4-M-3,M,Lavi,Lavi
IL,4,,Jewish boys,,2021,N,4,N-IL-4-M-4,M,Uri,Uri
IL,4,,Jewish boys,,2021,N,5,N-IL-4-M-5,M,Refael,Refael
IL,4,,Jewish boys,,2021,N,6,N-IL-4-M-6,M,Noam,Noam
IL,4,,Jewish boys,,2021,N,7,N-IL-4-M-7,M,Eitan,Eitan
IL,4,,Jewish boys,,2021,N,8,N-IL-4-M-8,M,Ari,Ari
IL,4,,Jewish boys,,2021,N,9,N-IL-4-M-9,M,Daniel,Daniel
IL,4,,Jewish boys,,2021,N,10,N-IL-4-M-10,M,Yehuda,Yehuda
IL,4,,Jewish girls,,2021,N,1,N-IL-4-F-1,F,Avigail,Avigail
IL,4,,Jewish girls,,2021,N,2,N-IL-4-F-2,F,Tamar,Tamar
IL,4,,Jewish girls,,2021,N,3,N-IL-4-F-3,F,Noa,Noa
IL,4,,Jewish girls,,2021,N,4,N-IL-4-F-4,F,Sarah,Sarah
IL,4,,Jewish girls,,2021,N,5,N-IL-4-F-5,F,Adele,Adele
IL,4,,Jewish girls,,2021,N,6,N-IL-4-F-6,F,Maya,Maya
IL,4,,Jewish girls,,2021,N,7,N-IL-4-F-7,F,Lia,Lia
IL,4,,Jewish girls,,2021,N,8,N-IL-4-F-8,F,Ayala,Ayala
IN,1,,,BabyCenter,2021,N,1,N-IN-1-F-1,F,Aditi,Aditi
IN,1,,,BabyCenter,2021,N,2,N-IN-1-F-2,F,Inaya,Inaya
IN,1,,,BabyCenter,2021,N,3,N-IN-1-F-3,F,Aarya,Aarya
IN,1,,,BabyCenter,2021,N,4,N-IN-1-F-4,F,Kiara,Kiara
IN,1,,,BabyCenter,2021,N,5,N-IN-1-F-5,F,Aadhya,Aadhya
IN,1,,,BabyCenter,2021,N,6,N-IN-1-F-6,F,Vamika,Vamika
IN,1,,,BabyCenter,2021,N,7,N-IN-1-F-7,F,Pari,Pari
IN,1,,,BabyCenter,2021,N,8,N-IN-1-F-8,F,Jiya,Jiya
IN,1,,,BabyCenter,2021,N,9,N-IN-1-F-9,F,Mehar,Mehar
IN,1,,,BabyCenter,2021,N,10,N-IN-1-F-10,F,Amayra,Amayra
IN,1,,,BabyCenter,2022,N,1,N-IN-1-M-1,M,Muhammad,Muhammad
IN,1,,,BabyCenter,2022,N,2,N-IN-1-M-2,M,Shivansh,Shivansh
IN,1,,,BabyCenter,2022,N,3,N-IN-1-M-3,M,Dhruv,Dhruv
IN,1,,,BabyCenter,2022,N,4,N-IN-1-M-4,M,Kabir,Kabir
IN,1,,,BabyCenter,2022,N,5,N-IN-1-M-5,M,Vedant,Vedant
IN,1,,,BabyCenter,2022,N,6,N-IN-1-M-6,M,Kiaan,Kiaan
IN,1,,,BabyCenter,2022,N,7,N-IN-1-M-7,M,Aarav,Aarav
IN,1,,,BabyCenter,2022,N,8,N-IN-1-M-8,M,Arjun,Arjun
IN,1,,,BabyCenter,2022,N,9,N-IN-1-M-9,M,Viraj,Viraj
IN,1,,,BabyCenter,2022,N,10,N-IN-1-M-10,M,Krishna,Krishna
IS,1,,Babies born,,2021,N,1,N-IS-1-F-1,F,Embla,Embla
IS,1,,Babies born,,2021,N,2,N-IS-1-F-2,F,Emilía,Emilía
IS,1,,Babies born,,2021,N,3,N-IS-1-F-3,F,Sara,Sara
IS,1,,Babies born,,2021,N,4,N-IS-1-F-4,F,Sóley,Sóley
IS,1,,Babies born,,2021,N,5,N-IS-1-F-5,F,Aþena,Aþena
IS,1,,Babies born,,2021,N,6,N-IS-1-F-6,F,Matthildur,Matthildur
IS,1,,Babies born,,2021,N,7,N-IS-1-F-7,F,Katla,Katla
IS,1,,Babies born,,2021,N,8,N-IS-1-F-8,F,Guðrún,Guðrún
IS,1,,Babies born,,2021,N,9,N-IS-1-F-9,F,Eva,Eva
IS,1,,Babies born,,2021,N,10,N-IS-1-F-10,F,Saga,Saga
IS,1,,Babies born,,2021,N,11,N-IS-1-F-11,F,Viktoría,Viktoría
IS,1,,Babies born,,2021,N,1,N-IS-1-M-1,M,Aron,Aron
IS,1,,Babies born,,2021,N,2,N-IS-1-M-2,M,Jökull,Jökull
IS,1,,Babies born,,2021,N,3,N-IS-1-M-3,M,Alexander,Alexander
IS,1,,Babies born,,2021,N,4,N-IS-1-M-4,M,Kári,Kári
IS,1,,Babies born,,2021,N,5,N-IS-1-M-5,M,Emil,Emil
IS,1,,Babies born,,2021,N,6,N-IS-1-M-6,M,Jón,Jón
IS,1,,Babies born,,2021,N,7,N-IS-1-M-7,M,Óliver,Óliver
IS,1,,Babies born,,2021,N,8,N-IS-1-M-8,M,Matthías,Matthías
IS,1,,Babies born,,2021,N,9,N-IS-1-M-9,M,Mikael,Mikael
IS,1,,Babies born,,2021,N,10,N-IS-1-M-10,M,Atlas,Atlas
IS,1,,Babies born,,2021,N,11,N-IS-1-M-11,M,Elmar,Elmar
IT,1,,,,2021,N,1,N-IT-1-F-1,F,Sofia,Sofia
IT,1,,,,2021,N,2,N-IT-1-F-2,F,Aurora,Aurora
IT,1,,,,2021,N,3,N-IT-1-F-3,F,Giulia,Giulia
IT,1,,,,2021,N,4,N-IT-1-F-4,F,Ginevra,Ginevra
IT,1,,,,2021,N,5,N-IT-1-F-5,F,Beatrice,Beatrice
IT,1,,,,2021,N,6,N-IT-1-F-6,F,Alice,Alice
IT,1,,,,2021,N,7,N-IT-1-F-7,F,Vittoria,Vittoria
IT,1,,,,2021,N,8,N-IT-1-F-8,F,Emma,Emma
IT,1,,,,2021,N,9,N-IT-1-F-9,F,Ludovica,Ludovica
IT,1,,,,2021,N,10,N-IT-1-F-10,F,Matilde,Matilde
IT,1,,,,2021,N,1,N-IT-1-M-1,M,Leonardo,Leonardo
IT,1,,,,2021,N,2,N-IT-1-M-2,M,Alessandro,Alessandro
IT,1,,,,2021,N,3,N-IT-1-M-3,M,Tommaso,Tommaso
IT,1,,,,2021,N,4,N-IT-1-M-4,M,Francesco,Francesco
IT,1,,,,2021,N,5,N-IT-1-M-5,M,Lorenzo,Lorenzo
IT,1,,,,2021,N,6,N-IT-1-M-6,M,Edoardo,Edoardo
IT,1,,,,2021,N,7,N-IT-1-M-7,M,Mattia,Mattia
IT,1,,,,2021,N,8,N-IT-1-M-8,M,Riccardo,Riccardo
IT,1,,,,2021,N,9,N-IT-1-M-9,M,Gabriele,Gabriele
IT,1,,,,2021,N,10,N-IT-1-M-10,M,Andrea,Andrea
LT,1,,,,2022,N,1,N-LT-1-F-1,F,Sofija,Sofija
LT,1,,,,2022,N,2,N-LT-1-F-2,F,Emilija,Emilija
LT,1,,,,2022,N,3,N-LT-1-F-3,F,Luknė,Luknė
LT,1,,,,2022,N,4,N-LT-1-F-4,F,Amelija,Amelija
LT,1,,,,2022,N,5,N-LT-1-F-5,F,Kamilė,Kamilė
LT,1,,,,2022,N,6,N-LT-1-F-6,F,Lėja,Lėja
LT,1,,,,2022,N,7,N-LT-1-F-7,F,Gabija,Gabija
LT,1,,,,2022,N,8,N-LT-1-F-8,F,Patricija,Patricija
LT,1,,,,2022,N,9,N-LT-1-F-9,F,Elija,Elija
LT,1,,,,2022,N,10,N-LT-1-F-10,F,Liepa,Liepa
LT,1,,,,2022,N,1,N-LT-1-M-1,M,Markas,Markas
LT,1,,,,2022,N,2,N-LT-1-M-2,M,Benas,Benas
LT,1,,,,2022,N,3,N-LT-1-M-3,M,Jokūbas,Jokūbas
LT,1,,,,2022,N,4,N-LT-1-M-4,M,Dominykas,Dominykas
LT,1,,,,2022,N,5,N-LT-1-M-5,M,Herkus,Herkus
LT,1,,,,2022,N,6,N-LT-1-M-6,M,Lukas,Lukas
LT,1,,,,2022,N,7,N-LT-1-M-7,M,Jonas,Jonas
LT,1,,,,2022,N,8,N-LT-1-M-8,M,Matas,Matas
LT,1,,,,2022,N,9,N-LT-1-M-9,M,Kajus,Kajus
LT,1,,,,2022,N,10,N-LT-1-M-10,M,Adomas,Adomas
LU,1,,Babies born,,2014,N,1,N-LU-1-F-1,F,Emma,Emma
LU,1,,Babies born,,2014,N,2,N-LU-1-F-2,F,Lara,Lara
LU,1,,Babies born,,2014,N,3,N-LU-1-F-3,F,Zoé,Zoé
LU,1,,Babies born,,2014,N,4,N-LU-1-F-4,F,Amy,Amy
LU,1,,Babies born,,2014,N,5,N-LU-1-F-5,F,Sarah,Sarah
LU,1,,Babies born,,2014,N,6,N-LU-1-F-6,F,Charlotte,Charlotte
LU,1,,Babies born,,2014,N,7,N-LU-1-F-7,F,Emily,Emily
LU,1,,Babies born,,2014,N,1,N-LU-1-M-1,M,Gabriel,Gabriel
LU,1,,Babies born,,2014,N,2,N-LU-1-M-2,M,Leo,Leo
LU,1,,Babies born,,2014,N,3,N-LU-1-M-3,M,Luca,Luca
LU,1,,Babies born,,2014,N,4,N-LU-1-M-4,M,Noah,Noah
LU,1,,Babies born,,2014,N,5,N-LU-1-M-5,M,David,David
LU,1,,Babies born,,2014,N,6,N-LU-1-M-6,M,Tom,Tom
LU,1,,Babies born,,2014,N,7,N-LU-1-M-7,M,Ben,Ben
LV,1,,,,2021,N,1,N-LV-1-F-1,F,Sofija,Sofija
LV,1,,,,2021,N,2,N-LV-1-F-2,F,Alise,Alise
LV,1,,,,2021,N,3,N-LV-1-F-3,F,Marta,Marta
LV,1,,,,2021,N,4,N-LV-1-F-4,F,Amēlija,Amēlija
LV,1,,,,2021,N,5,N-LV-1-F-5,F,Paula,Paula
LV,1,,,,2021,N,6,N-LV-1-F-6,F,Anna,Anna
LV,1,,,,2021,N,7,N-LV-1-F-7,F,Emma,Emma
LV,1,,,,2021,N,8,N-LV-1-F-8,F,Dārta,Dārta
LV,1,,,,2021,N,9,N-LV-1-F-9,F,Elza,Elza
LV,1,,,,2021,N,1,N-LV-1-M-1,M,Marks,Marks
LV,1,,,,2021,N,2,N-LV-1-M-2,M,Roberts,Roberts
LV,1,,,,2021,N,3,N-LV-1-M-3,M,Gustavs,Gustavs
LV,1,,,,2021,N,4,N-LV-1-M-4,M,Jēkabs,Jēkabs
LV,1,,,,2021,N,5,N-LV-1-M-5,M,Emīls,Emīls
LV,1,,,,2021,N,6,N-LV-1-M-6,M,Kārlis,Kārlis
LV,1,,,,2021,N,7,N-LV-1-M-7,M,Adrians,Adrians
LV,1,,,,2021,N,8,N-LV-1-M-8,M,Daniels,Daniels
LV,1,,,,2021,N,9,N-LV-1-M-9,M,Ralfs,Ralfs
MD,1,,,,2021,N,1,N-MD-1-F-1,F,Sofia,Sofia
MD,1,,,,2021,N,2,N-MD-1-F-2,F,Amelia,Amelia
MD,1,,,,2021,N,3,N-MD-1-F-3,F,Victoria,Victoria
MD,1,,,,2021,N,4,N-MD-1-F-4,F,Daria,Daria
MD,1,,,,2021,N,5,N-MD-1-F-5,F,Anastasia,Anastasia
MD,1,,,,2021,N,6,N-MD-1-F-6,F,Maria,Maria
MD,1,,,,2021,N,7,N-MD-1-F-7,F,Eva,Eva
MD,1,,,,2021,N,8,N-MD-1-F-8,F,Alexandra,Alexandra
MD,1,,,,2021,N,9,N-MD-1-F-9,F,Evelina,Evelina
MD,1,,,,2021,N,10,N-MD-1-F-10,F,Emma,Emma
MD,1,,,,2021,N,1,N-MD-1-M-1,M,David,David
MD,1,,,,2021,N,2,N-MD-1-M-2,M,Matei,Matei
MD,1,,,,2021,N,3,N-MD-1-M-3,M,Maxim,Maxim
MD,1,,,,2021,N,4,N-MD-1-M-4,M,Daniel,Daniel
MD,1,,,,2021,N,5,N-MD-1-M-5,M,Bogdan,Bogdan
MD,1,,,,2021,N,6,N-MD-1-M-6,M,Alexandru,Alexandru
MD,1,,,,2021,N,7,N-MD-1-M-7,M,Damian,Damian
MD,1,,,,2021,N,8,N-MD-1-M-8,M,Mark,Mark
MD,1,,,,2021,N,9,N-MD-1-M-9,M,Artiom,Artiom
MD,1,,,,2021,N,10,N-MD-1-M-10,M,Ion,Ion
ME,1,,,,2021,N,1,N-ME-1-F-1,F,Sofija,Sofija
ME,1,,,,2021,N,2,N-ME-1-F-2,F,Dunja,Dunja
ME,1,,,,2021,N,3,N-ME-1-F-3,F,Bogdana,Bogdana
ME,1,,,,2021,N,4,N-ME-1-F-4,F,Teodora,Teodora
ME,1,,,,2021,N,5,N-ME-1-F-5,F,Sara,Sara
ME,1,,,,2021,N,6,N-ME-1-F-6,F,Maša,Maša
ME,1,,,,2021,N,7,N-ME-1-F-7,F,Mila,Mila
ME,1,,,,2021,N,8,N-ME-1-F-8,F,Ksenija,Ksenija
